,V0207,V2020,V02426,V4621,faixas,Internet_Banda_Larga,Telefone_fixo
64609,Alugado,Sim,Sim,10850.0,+1000,Sim,Sim
64611,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
64613,Próprio-Já Pago,Sim,Sim,788.0,800,Sim,Sim
64614,Próprio-Já Pago,Não,Sim,1173.0,+1000,Sim,Não
64615,Próprio-Já Pago,Não,Sim,788.0,800,Sim,Não
64617,Próprio-Já Pago,Não,Sim,350.0,400,Sim,Não
64618,Próprio-Já Pago,Sim,Sim,1000.0,+1000,Sim,Sim
64620,Alugado,Não,Sim,522.0,600,Sim,Não
64623,Próprio-Já Pago,Não,Sim,994.0,1000,Sim,Não
64625,Próprio-Já Pago,Não,Sim,200.0,300,Sim,Não
64628,Alugado,Sim,Sim,562.0,600,Sim,Sim
64630,Próprio-Já Pago,Não,Sim,341.0,400,Sim,Não
64632,Alugado,Não,Sim,1150.0,+1000,Sim,Não
64639,Próprio-Já Pago,Não,Sim,486.0,500,Sim,Não
64643,Próprio-Já Pago,Não,Não,788.0,800,Não,Não
64650,Próprio-Já Pago,Sim,Sim,758.0,800,Sim,Sim
64651,Próprio-Já Pago,Sim,Sim,994.0,1000,Sim,Sim
64652,Próprio-Já Pago,Sim,Sim,1464.0,+1000,Sim,Sim
64654,Próprio-Já Pago,Sim,Sim,1409.0,+1000,Sim,Sim
64655,Próprio-Já Pago,Sim,Sim,1258.0,+1000,Sim,Sim
64657,Próprio-Já Pago,Não,Sim,860.0,900,Sim,Não
64658,Próprio-Já Pago,Sim,Sim,2796.0,+1000,Sim,Sim
64659,Próprio-Já Pago,Sim,Sim,247.0,300,Sim,Sim
64660,Cedido de outra forma,Não,Sim,1051.0,+1000,Sim,Não
64661,Próprio-Já Pago,Não,Não,452.0,500,Não,Não
64669,Próprio-Já Pago,Não,Sim,296.0,300,Sim,Não
64683,Alugado,Sim,Sim,5105.0,+1000,Sim,Sim
64684,Próprio-Já Pago,Não,Sim,1782.0,+1000,Sim,Não
64685,Alugado,Não,Não,733.0,800,Não,Não
64686,,Não,Sim,1500.0,+1000,Sim,Não
64687,Próprio-Já Pago,Não,Sim,3544.0,+1000,Sim,Não
64691,Alugado,Sim,Sim,1894.0,+1000,Sim,Sim
64692,Cedido de outra forma,Sim,Sim,3990.0,+1000,Sim,Sim
64694,,Sim,Sim,1450.0,+1000,Sim,Sim
64695,Cedido de outra forma,Não,Sim,155.0,200,Sim,Não
64696,Próprio-Já Pago,Não,Sim,1050.0,+1000,Sim,Não
64698,Próprio-Já Pago,Sim,Sim,2700.0,+1000,Sim,Sim
64699,Alugado,Sim,Sim,1420.0,+1000,Sim,Sim
64700,Alugado,Sim,Sim,3666.0,+1000,Sim,Sim
64701,Próprio-Já Pago,Sim,Sim,2500.0,+1000,Sim,Sim
64702,Alugado,Sim,Sim,2200.0,+1000,Sim,Sim
64704,Próprio-Ainda Pagando,Não,Sim,183.0,200,Sim,Não
64706,Próprio-Já Pago,Sim,Sim,3997.0,+1000,Sim,Sim
64709,Próprio-Já Pago,Sim,Sim,2550.0,+1000,Sim,Sim
64710,Alugado,Sim,Sim,1912.0,+1000,Sim,Sim
64711,Próprio-Já Pago,Sim,Sim,947.0,1000,Sim,Sim
64712,Alugado,Sim,Sim,1400.0,+1000,Sim,Sim
64713,Próprio-Já Pago,Sim,Sim,2625.0,+1000,Sim,Sim
64719,Próprio-Já Pago,Não,Não,133.0,200,Não,Não
64721,Próprio-Já Pago,Não,Não,278.0,300,Não,Não
64723,Cedido de outra forma,Não,Não,237.0,300,Não,Não
64724,Próprio-Já Pago,Não,Não,534.0,600,Não,Não
64727,Próprio-Já Pago,Não,Sim,262.0,300,Sim,Não
64731,Próprio-Já Pago,Não,Sim,596.0,600,Sim,Não
64732,Próprio-Já Pago,Não,Sim,931.0,1000,Sim,Não
64733,Alugado,Não,Não,394.0,400,Não,Não
64734,Próprio-Já Pago,Sim,Sim,394.0,400,Sim,Sim
64737,Próprio-Já Pago,Não,Sim,575.0,600,Sim,Não
64739,Próprio-Já Pago,Sim,Sim,262.0,300,Sim,Sim
64741,Alugado,Não,Sim,388.0,400,Sim,Não
64746,Próprio-Já Pago,Sim,Sim,612.0,700,Sim,Sim
64752,Próprio-Já Pago,Não,Não,714.0,800,Não,Não
64759,Alugado,Não,Sim,340.0,400,Sim,Não
64762,Próprio-Já Pago,Não,Sim,954.0,1000,Sim,Não
64764,Próprio-Já Pago,Não,Não,554.0,600,Não,Não
64765,Próprio-Já Pago,Não,Não,304.0,400,Não,Não
64766,Próprio-Já Pago,Não,Não,788.0,800,Não,Não
64772,Próprio-Já Pago,Não,Não,3780.0,+1000,Não,Não
64775,Próprio-Já Pago,Não,Não,622.0,700,Não,Não
64780,Próprio-Já Pago,Sim,Sim,1897.0,+1000,Sim,Sim
64781,Próprio-Já Pago,Sim,Não,695.0,700,Não,Sim
64782,Próprio-Já Pago,Não,Não,94.0,100,Não,Não
64783,Próprio-Já Pago,Não,Não,875.0,900,Não,Não
64784,Alugado,Não,Não,529.0,600,Não,Não
64785,Próprio-Já Pago,Não,Não,1100.0,+1000,Não,Não
64788,Próprio-Ainda Pagando,Sim,Sim,9000.0,+1000,Sim,Sim
64790,Próprio-Ainda Pagando,Sim,Sim,837.0,900,Sim,Sim
64791,Próprio-Já Pago,Sim,Não,3100.0,+1000,Não,Sim
64792,Próprio-Já Pago,Sim,Sim,3575.0,+1000,Sim,Sim
64794,Próprio-Já Pago,Não,Não,210.0,300,Não,Não
64795,Próprio-Já Pago,Não,Não,629.0,700,Não,Não
64796,Próprio-Já Pago,Não,Não,662.0,700,Não,Não
64800,Alugado,Não,Não,1200.0,+1000,Não,Não
64803,Próprio-Já Pago,Não,Sim,925.0,1000,Sim,Não
64804,Próprio-Já Pago,Não,Sim,2500.0,+1000,Sim,Não
64805,Cedido de outra forma,Não,Sim,343.0,400,Sim,Não
64806,Próprio-Já Pago,Não,Sim,658.0,700,Sim,Não
64814,Próprio-Já Pago,Sim,Sim,1494.0,+1000,Sim,Sim
64818,Próprio-Já Pago,Sim,Sim,2125.0,+1000,Sim,Sim
64819,Próprio-Já Pago,Sim,Não,1166.0,+1000,Não,Sim
64820,Próprio-Já Pago,Sim,Sim,1464.0,+1000,Sim,Sim
64821,Próprio-Ainda Pagando,Sim,Sim,400.0,500,Sim,Sim
64822,Próprio-Já Pago,Não,Sim,394.0,400,Sim,Não
64824,Próprio-Já Pago,Sim,Sim,2394.0,+1000,Sim,Sim
64825,Próprio-Já Pago,Sim,Sim,2894.0,+1000,Sim,Sim
64826,Próprio-Já Pago,Sim,Sim,2625.0,+1000,Sim,Sim
64827,Próprio-Já Pago,Sim,Sim,1776.0,+1000,Sim,Sim
64829,Próprio-Já Pago,Não,Não,300.0,400,Não,Não
64833,Alugado,Não,Sim,593.0,600,Sim,Não
64835,Próprio-Já Pago,Sim,Sim,993.0,1000,Sim,Sim
64836,Próprio-Já Pago,Sim,Sim,219.0,300,Sim,Sim
64837,Próprio-Já Pago,Sim,Sim,60.0,100,Sim,Sim
64839,Alugado,Não,Não,725.0,800,Não,Não
64840,Cedido de outra forma,Não,Sim,346.0,400,Sim,Não
64841,Próprio-Já Pago,Não,Não,250.0,300,Não,Não
64842,Alugado,Não,Não,200.0,300,Não,Não
64843,Próprio-Já Pago,Não,Não,25.0,100,Não,Não
64845,Alugado,Não,Sim,1144.0,+1000,Sim,Não
64846,Alugado,Não,Sim,1576.0,+1000,Sim,Não
64849,Alugado,Não,Não,788.0,800,Não,Não
64850,Alugado,Não,Sim,1000.0,+1000,Sim,Não
64852,Próprio-Já Pago,Sim,Sim,794.0,800,Sim,Sim
64859,Próprio-Já Pago,Sim,Sim,572.0,600,Sim,Sim
64861,Próprio-Já Pago,Sim,Sim,200.0,300,Sim,Sim
64862,Alugado,Sim,Sim,945.0,1000,Sim,Sim
64863,Alugado,Não,Sim,447.0,500,Sim,Não
64865,Próprio-Já Pago,Não,Sim,600.0,700,Sim,Não
64866,Próprio-Já Pago,Sim,Sim,1115.0,+1000,Sim,Sim
64867,Próprio-Já Pago,Sim,Sim,609.0,700,Sim,Sim
64868,Próprio-Já Pago,Não,Sim,500.0,600,Sim,Não
64870,Próprio-Já Pago,Sim,Sim,1033.0,+1000,Sim,Sim
64871,Próprio-Já Pago,Sim,Sim,1033.0,+1000,Sim,Sim
64874,Próprio-Já Pago,Não,Não,680.0,700,Não,Não
64875,Próprio-Já Pago,Sim,Sim,1833.0,+1000,Sim,Sim
64876,Alugado,Sim,Sim,1900.0,+1000,Sim,Sim
64877,Próprio-Ainda Pagando,Não,Sim,450.0,500,Sim,Não
64880,Próprio-Já Pago,Sim,Sim,890.0,900,Sim,Sim
64883,Próprio-Já Pago,Não,Sim,897.0,900,Sim,Não
64884,Cedido de outra forma,Sim,Sim,119.0,200,Sim,Sim
64885,Alugado,Não,Sim,775.0,800,Sim,Não
64888,Próprio-Já Pago,Não,Sim,396.0,400,Sim,Não
64889,Próprio-Já Pago,Sim,Sim,262.0,300,Sim,Sim
64892,Próprio-Já Pago,Não,Sim,400.0,500,Sim,Não
64894,Alugado,Não,Sim,525.0,600,Sim,Não
64895,Próprio-Já Pago,Sim,Sim,466.0,500,Sim,Sim
64898,Próprio-Já Pago,Sim,Sim,1033.0,+1000,Sim,Sim
64900,Próprio-Já Pago,Sim,Sim,662.0,700,Sim,Sim
64902,Próprio-Já Pago,Não,Sim,51.0,100,Sim,Não
64903,Próprio-Já Pago,Não,Sim,433.0,500,Sim,Não
64909,Próprio-Já Pago,Não,Não,497.0,500,Não,Não
64910,Próprio-Já Pago,Não,Não,412.0,500,Não,Não
64911,Próprio-Já Pago,Sim,Sim,494.0,500,Sim,Sim
64931,Próprio-Já Pago,Sim,Não,694.0,700,Não,Sim
64935,Próprio-Já Pago,Não,Não,788.0,800,Não,Não
64937,Próprio-Já Pago,Não,Não,453.0,500,Não,Não
64939,Próprio-Já Pago,Sim,Não,1150.0,+1000,Não,Sim
64962,Próprio-Já Pago,Sim,Sim,1100.0,+1000,Sim,Sim
64964,Alugado,Não,Não,988.0,1000,Não,Não
64969,Próprio-Já Pago,Não,Sim,3500.0,+1000,Sim,Não
64970,Próprio-Já Pago,Sim,Sim,1325.0,+1000,Sim,Sim
64972,Próprio-Já Pago,Sim,Sim,3033.0,+1000,Sim,Sim
64973,Próprio-Já Pago,Não,Não,3900.0,+1000,Não,Não
64974,Alugado,Não,Sim,1700.0,+1000,Sim,Não
64977,Alugado,Não,Não,380.0,400,Não,Não
64978,Cedido de outra forma,Não,Não,466.0,500,Não,Não
64981,Próprio-Já Pago,Sim,Não,1500.0,+1000,Não,Sim
64983,Próprio-Já Pago,Sim,Sim,1775.0,+1000,Sim,Sim
64984,Cedido de outra forma,Não,Sim,953.0,1000,Sim,Não
64985,Alugado,Não,Sim,394.0,400,Sim,Não
64986,Alugado,Não,Sim,941.0,1000,Sim,Não
64989,Próprio-Já Pago,Não,Sim,3076.0,+1000,Sim,Não
64990,Alugado,Sim,Não,662.0,700,Não,Sim
64991,Próprio-Já Pago,Não,Sim,1142.0,+1000,Sim,Não
64992,Próprio-Já Pago,Não,Não,990.0,1000,Não,Não
64994,Próprio-Já Pago,Sim,Sim,732.0,800,Sim,Sim
64996,Próprio-Já Pago,Não,Sim,800.0,900,Sim,Não
64999,Próprio-Já Pago,Sim,Sim,1119.0,+1000,Sim,Sim
65002,Próprio-Já Pago,Não,Sim,837.0,900,Sim,Não
65003,Próprio-Já Pago,Sim,Não,497.0,500,Não,Sim
65004,Alugado,Não,Sim,262.0,300,Sim,Não
65007,Próprio-Já Pago,Não,Sim,333.0,400,Sim,Não
65008,Próprio-Ainda Pagando,Não,Não,1200.0,+1000,Não,Não
65012,Alugado,Não,Não,295.0,300,Não,Não
65013,Alugado,Não,Sim,710.0,800,Sim,Não
65015,Próprio-Ainda Pagando,Não,Sim,5700.0,+1000,Sim,Não
65016,Próprio-Já Pago,Não,Sim,1083.0,+1000,Sim,Não
65017,Próprio-Já Pago,Não,Sim,897.0,900,Sim,Não
65018,Próprio-Já Pago,Sim,Sim,2143.0,+1000,Sim,Sim
65021,Próprio-Ainda Pagando,Não,Sim,1200.0,+1000,Sim,Não
65023,Próprio-Já Pago,Não,Sim,428.0,500,Sim,Não
65024,Próprio-Ainda Pagando,Não,Sim,2800.0,+1000,Sim,Não
65025,Próprio-Ainda Pagando,Sim,Sim,806.0,900,Sim,Sim
65027,Próprio-Já Pago,Sim,Sim,1272.0,+1000,Sim,Sim
65028,Alugado,Não,Sim,1375.0,+1000,Sim,Não
65029,Próprio-Ainda Pagando,Não,Sim,3881.0,+1000,Sim,Não
65031,Próprio-Já Pago,Sim,Sim,1096.0,+1000,Sim,Sim
65036,Próprio-Já Pago,Não,Sim,766.0,800,Sim,Não
65041,Próprio-Já Pago,Não,Sim,300.0,400,Sim,Não
65045,Próprio-Já Pago,Não,Sim,786.0,800,Sim,Não
65046,Próprio-Já Pago,Não,Sim,2383.0,+1000,Sim,Não
65047,Próprio-Já Pago,Não,Sim,240.0,300,Sim,Não
65052,Próprio-Já Pago,Sim,Sim,567.0,600,Sim,Sim
65056,Próprio-Já Pago,Sim,Sim,800.0,900,Sim,Sim
65059,Alugado,Sim,Sim,600.0,700,Sim,Sim
65061,Próprio-Já Pago,Sim,Sim,2300.0,+1000,Sim,Sim
65063,Alugado,Não,Não,919.0,1000,Não,Não
65064,Próprio-Já Pago,Não,Sim,327.0,400,Sim,Não
65066,Próprio-Já Pago,Não,Sim,585.0,600,Sim,Não
65070,Próprio-Já Pago,Não,Não,1700.0,+1000,Não,Não
65072,Próprio-Já Pago,Não,Sim,1394.0,+1000,Sim,Não
65081,Próprio-Já Pago,Não,Não,222.0,300,Não,Não
65082,Próprio-Já Pago,Não,Não,349.0,400,Não,Não
65083,Alugado,Não,Sim,191.0,200,Sim,Não
65085,Alugado,Sim,Sim,553.0,600,Sim,Sim
65086,Próprio-Já Pago,Não,Sim,2397.0,+1000,Sim,Não
65090,Alugado,Não,Não,812.0,900,Não,Não
65093,Alugado,Não,Sim,529.0,600,Sim,Não
65094,Próprio-Já Pago,Não,Sim,533.0,600,Sim,Não
65097,Próprio-Ainda Pagando,Não,Não,346.0,400,Não,Não
65102,Cedido de outra forma,Não,Não,58.0,100,Não,Não
65105,Próprio-Já Pago,Não,Não,1788.0,+1000,Não,Não
65130,Próprio-Já Pago,Não,Sim,433.0,500,Sim,Não
65135,Próprio-Já Pago,Sim,Sim,2583.0,+1000,Sim,Sim
65137,Próprio-Já Pago,Não,Sim,429.0,500,Sim,Não
65138,Próprio-Já Pago,Sim,Sim,775.0,800,Sim,Sim
65143,Próprio-Já Pago,Não,Sim,3000.0,+1000,Sim,Não
65145,Alugado,Sim,Sim,1000.0,+1000,Sim,Sim
65147,Próprio-Já Pago,Não,Não,126.0,200,Não,Não
65151,Próprio-Já Pago,Sim,Não,125.0,200,Não,Sim
65152,Próprio-Já Pago,Sim,Sim,400.0,500,Sim,Sim
65159,Próprio-Já Pago,Não,Sim,197.0,200,Sim,Não
65161,Próprio-Já Pago,Não,Não,1988.0,+1000,Não,Não
65164,Próprio-Já Pago,Não,Sim,289.0,300,Sim,Não
65179,Próprio-Já Pago,Não,Não,900.0,1000,Não,Não
65180,Próprio-Já Pago,Não,Sim,1633.0,+1000,Sim,Não
65184,Alugado,Não,Não,525.0,600,Não,Não
65188,Próprio-Já Pago,Não,Sim,316.0,400,Sim,Não
65190,Próprio-Já Pago,Sim,Sim,2621.0,+1000,Sim,Sim
65195,Próprio-Ainda Pagando,Não,Sim,3288.0,+1000,Sim,Não
65196,Próprio-Já Pago,Sim,Sim,200.0,300,Sim,Sim
65200,Próprio-Já Pago,Sim,Sim,126.0,200,Sim,Sim
65206,Próprio-Já Pago,Não,Sim,500.0,600,Sim,Não
65208,Alugado,Sim,Sim,478.0,500,Sim,Sim
65215,Alugado,Sim,Sim,1130.0,+1000,Sim,Sim
65216,Próprio-Já Pago,Não,Sim,1000.0,+1000,Sim,Não
65217,Próprio-Já Pago,Não,Não,1350.0,+1000,Não,Não
65218,Próprio-Já Pago,Sim,Sim,1350.0,+1000,Sim,Sim
65219,Próprio-Já Pago,Sim,Sim,1375.0,+1000,Sim,Sim
65220,Alugado,Não,Sim,776.0,800,Sim,Não
65222,Próprio-Já Pago,Sim,Sim,2100.0,+1000,Sim,Sim
65223,Próprio-Já Pago,Não,Sim,500.0,600,Sim,Não
65224,Próprio-Já Pago,Não,Não,1000.0,+1000,Não,Não
65225,Próprio-Já Pago,Não,Não,583.0,600,Não,Não
65229,Próprio-Já Pago,Não,Não,800.0,900,Não,Não
65230,Próprio-Já Pago,Não,Não,572.0,600,Não,Não
65232,Próprio-Já Pago,Não,Não,625.0,700,Não,Não
65233,Próprio-Ainda Pagando,Não,Sim,397.0,400,Sim,Não
65234,Próprio-Já Pago,Não,Sim,1291.0,+1000,Sim,Não
65236,Alugado,Não,Não,1500.0,+1000,Não,Não
65237,Próprio-Ainda Pagando,Não,Sim,880.0,900,Sim,Não
65241,Próprio-Já Pago,Sim,Sim,1048.0,+1000,Sim,Sim
65242,Próprio-Já Pago,Não,Não,466.0,500,Não,Não
65245,Próprio-Já Pago,Sim,Sim,2000.0,+1000,Sim,Sim
65248,Próprio-Já Pago,Sim,Sim,684.0,700,Sim,Sim
65249,Próprio-Já Pago,Sim,Sim,1014.0,+1000,Sim,Sim
65250,Cedido de outra forma,Não,Sim,572.0,600,Sim,Não
65251,Próprio-Já Pago,Sim,Sim,2538.0,+1000,Sim,Sim
65252,Alugado,Não,Não,445.0,500,Não,Não
65254,Próprio-Já Pago,Sim,Não,3666.0,+1000,Não,Sim
65257,Próprio-Já Pago,Sim,Não,925.0,1000,Não,Sim
65258,Próprio-Já Pago,Sim,Sim,1262.0,+1000,Sim,Sim
65259,Cedido de outra forma,Não,Sim,323.0,400,Sim,Não
65260,Cedido de outra forma,Não,Não,361.0,400,Não,Não
65261,Alugado,Não,Não,306.0,400,Não,Não
65263,Próprio-Já Pago,Sim,Não,174.0,200,Não,Sim
65264,Alugado,Não,Sim,566.0,600,Sim,Não
65265,Próprio-Já Pago,Sim,Sim,984.0,1000,Sim,Sim
65268,Próprio-Já Pago,Sim,Não,1300.0,+1000,Não,Sim
65269,Cedido de outra forma,Não,Não,900.0,1000,Não,Não
65271,Próprio-Já Pago,Não,Sim,225.0,300,Sim,Não
65278,Alugado,Não,Não,400.0,500,Não,Não
65285,Cedido por Empregador,Não,Não,859.0,900,Não,Não
65287,Próprio-Já Pago,Não,Sim,862.0,900,Sim,Não
65288,Próprio-Já Pago,Não,Sim,249.0,300,Sim,Não
65292,Próprio-Já Pago,Sim,Não,3894.0,+1000,Não,Sim
65293,Alugado,Não,Sim,17650.0,+1000,Sim,Não
65294,Alugado,Sim,Sim,1644.0,+1000,Sim,Sim
65296,Próprio-Já Pago,Sim,Sim,2550.0,+1000,Sim,Sim
65297,Alugado,Sim,Não,5000.0,+1000,Não,Sim
65298,Alugado,Não,Sim,1364.0,+1000,Sim,Não
65299,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
65300,Cedido de outra forma,Não,Sim,4800.0,+1000,Sim,Não
65303,Alugado,Não,Sim,2450.0,+1000,Sim,Não
65308,Próprio-Já Pago,Sim,Sim,725.0,800,Sim,Sim
65309,Alugado,Não,Não,762.0,800,Não,Não
65311,Próprio-Já Pago,Sim,Não,302.0,400,Não,Sim
65312,Próprio-Já Pago,Sim,Sim,1925.0,+1000,Sim,Sim
65313,Alugado,Não,Sim,794.0,800,Sim,Não
65314,Próprio-Já Pago,Não,Sim,694.0,700,Sim,Não
65315,Próprio-Ainda Pagando,Não,Sim,3550.0,+1000,Sim,Não
65316,Alugado,Sim,Não,1007.0,+1000,Não,Sim
65322,Próprio-Já Pago,Não,Sim,800.0,900,Sim,Não
65324,Alugado,Não,Não,337.0,400,Não,Não
65326,Alugado,Não,Não,815.0,900,Não,Não
65327,Próprio-Já Pago,Não,Não,1062.0,+1000,Não,Não
65328,Próprio-Já Pago,Sim,Não,1125.0,+1000,Não,Sim
65329,Próprio-Já Pago,Sim,Sim,685.0,700,Sim,Sim
65330,Próprio-Já Pago,Sim,Sim,875.0,900,Sim,Sim
65331,Próprio-Já Pago,Não,Não,666.0,700,Não,Não
65334,Próprio-Já Pago,Sim,Sim,1296.0,+1000,Sim,Sim
65335,Próprio-Já Pago,Sim,Sim,1300.0,+1000,Sim,Sim
65336,Alugado,Não,Não,290.0,300,Não,Não
65337,Próprio-Já Pago,Sim,Sim,2625.0,+1000,Sim,Sim
65338,Próprio-Já Pago,Não,Sim,1754.0,+1000,Sim,Não
65340,Próprio-Já Pago,Não,Não,600.0,700,Não,Não
65341,Alugado,Não,Não,227.0,300,Não,Não
65343,Próprio-Já Pago,Não,Não,1709.0,+1000,Não,Não
65344,Próprio-Já Pago,Sim,Sim,3360.0,+1000,Sim,Sim
65345,Próprio-Ainda Pagando,Sim,Sim,702.0,800,Sim,Sim
65349,Próprio-Já Pago,Sim,Não,1081.0,+1000,Não,Sim
65350,Alugado,Sim,Sim,442.0,500,Sim,Sim
65353,Cedido de outra forma,Sim,Sim,2233.0,+1000,Sim,Sim
65356,Próprio-Já Pago,Sim,Sim,1469.0,+1000,Sim,Sim
65357,Alugado,Sim,Sim,787.0,800,Sim,Sim
65358,Próprio-Ainda Pagando,Sim,Sim,1766.0,+1000,Sim,Sim
65359,Próprio-Já Pago,Sim,Sim,2226.0,+1000,Sim,Sim
65360,Cedido de outra forma,Sim,Sim,1150.0,+1000,Sim,Sim
65361,Próprio-Já Pago,Não,Sim,788.0,800,Sim,Não
65362,Próprio-Ainda Pagando,Sim,Sim,1200.0,+1000,Sim,Sim
65368,Alugado,Não,Sim,1044.0,+1000,Sim,Não
65369,Próprio-Ainda Pagando,Não,Sim,846.0,900,Sim,Não
65371,Próprio-Já Pago,Não,Sim,1390.0,+1000,Sim,Não
65373,Próprio-Já Pago,Não,Sim,3896.0,+1000,Sim,Não
65376,Alugado,Não,Sim,907.0,1000,Sim,Não
65377,Próprio-Já Pago,Sim,Sim,3676.0,+1000,Sim,Sim
65378,Próprio-Já Pago,Não,Sim,516.0,600,Sim,Não
65382,Próprio-Já Pago,Não,Sim,4866.0,+1000,Sim,Não
65385,Alugado,Não,Sim,83.0,100,Sim,Não
65386,Próprio-Ainda Pagando,Não,Sim,1333.0,+1000,Sim,Não
65387,Próprio-Já Pago,Não,Sim,354.0,400,Sim,Não
65394,Próprio-Já Pago,Não,Sim,1054.0,+1000,Sim,Não
65399,Próprio-Ainda Pagando,Não,Não,412.0,500,Não,Não
65401,Próprio-Já Pago,Não,Sim,1929.0,+1000,Sim,Não
65404,Próprio-Já Pago,Não,Sim,1162.0,+1000,Sim,Não
65405,Próprio-Ainda Pagando,Não,Sim,694.0,700,Sim,Não
65406,Próprio-Ainda Pagando,Não,Não,400.0,500,Não,Não
65409,Próprio-Já Pago,Não,Sim,816.0,900,Sim,Não
65410,Próprio-Já Pago,Sim,Sim,1175.0,+1000,Sim,Sim
65415,Próprio-Já Pago,Não,Sim,925.0,1000,Sim,Não
65421,Cedido por Empregador,Não,Não,497.0,500,Não,Não
65424,Próprio-Já Pago,Sim,Sim,2800.0,+1000,Sim,Sim
65425,Próprio-Já Pago,Não,Sim,1133.0,+1000,Sim,Não
65429,Cedido por Empregador,Não,Não,790.0,800,Não,Não
65430,Próprio-Já Pago,Não,Não,433.0,500,Não,Não
65431,Cedido por Empregador,Não,Não,596.0,600,Não,Não
65435,Próprio-Já Pago,Não,Sim,819.0,900,Sim,Não
65439,Próprio-Já Pago,Não,Sim,500.0,600,Sim,Não
65440,Próprio-Já Pago,Não,Sim,762.0,800,Sim,Não
65445,Alugado,Não,Sim,712.0,800,Sim,Não
65446,Cedido de outra forma,Não,Sim,394.0,400,Sim,Não
65450,Próprio-Já Pago,Sim,Sim,5750.0,+1000,Sim,Sim
65454,Próprio-Já Pago,Não,Sim,1375.0,+1000,Sim,Não
65457,Próprio-Já Pago,Sim,Sim,450.0,500,Sim,Sim
65459,Próprio-Já Pago,Não,Não,788.0,800,Não,Não
65461,Próprio-Já Pago,Não,Não,800.0,900,Não,Não
65462,Cedido de outra forma,Não,Sim,500.0,600,Sim,Não
65463,Próprio-Já Pago,Sim,Sim,825.0,900,Sim,Sim
65466,Alugado,Não,Não,500.0,600,Não,Não
65467,Próprio-Já Pago,Não,Não,975.0,1000,Não,Não
65468,Próprio-Já Pago,Não,Sim,487.0,500,Sim,Não
65470,Próprio-Já Pago,Sim,Sim,1320.0,+1000,Sim,Sim
65471,Próprio-Já Pago,Não,Não,533.0,600,Não,Não
65473,Próprio-Já Pago,Não,Sim,408.0,500,Sim,Não
65474,Próprio-Já Pago,Não,Sim,625.0,700,Sim,Não
65476,Próprio-Já Pago,Não,Não,225.0,300,Não,Não
65478,Próprio-Já Pago,Não,Sim,1012.0,+1000,Sim,Não
65479,Próprio-Já Pago,Não,Não,725.0,800,Não,Não
65481,Próprio-Já Pago,Não,Sim,475.0,500,Sim,Não
65482,Alugado,Não,Sim,966.0,1000,Sim,Não
65483,Alugado,Não,Não,908.0,1000,Não,Não
65486,Próprio-Já Pago,Sim,Sim,849.0,900,Sim,Sim
65487,Próprio-Já Pago,Sim,Sim,1050.0,+1000,Sim,Sim
65491,Próprio-Já Pago,Sim,Sim,447.0,500,Sim,Sim
65492,Próprio-Já Pago,Não,Sim,1433.0,+1000,Sim,Não
65493,Alugado,Sim,Sim,1038.0,+1000,Sim,Sim
65496,Próprio-Já Pago,Não,Sim,4300.0,+1000,Sim,Não
65497,Próprio-Já Pago,Não,Sim,549.0,600,Sim,Não
65498,Próprio-Já Pago,Sim,Sim,1422.0,+1000,Sim,Sim
65499,Próprio-Já Pago,Não,Sim,916.0,1000,Sim,Não
65502,Próprio-Já Pago,Sim,Sim,500.0,600,Sim,Sim
65503,Próprio-Já Pago,Sim,Sim,894.0,900,Sim,Sim
65504,Próprio-Já Pago,Sim,Sim,697.0,700,Sim,Sim
65505,Próprio-Já Pago,Sim,Sim,525.0,600,Sim,Sim
65506,Alugado,Sim,Sim,600.0,700,Sim,Sim
65507,Próprio-Já Pago,Não,Sim,4100.0,+1000,Sim,Não
65508,Próprio-Já Pago,Sim,Sim,750.0,800,Sim,Sim
65510,Próprio-Já Pago,Sim,Sim,2050.0,+1000,Sim,Sim
65511,Alugado,Não,Não,1115.0,+1000,Não,Não
65513,Próprio-Já Pago,Não,Sim,1713.0,+1000,Sim,Não
65514,Próprio-Já Pago,Sim,Sim,788.0,800,Sim,Sim
65516,Próprio-Já Pago,Sim,Sim,1950.0,+1000,Sim,Sim
65517,Próprio-Já Pago,Sim,Sim,2262.0,+1000,Sim,Sim
65518,Próprio-Já Pago,Sim,Sim,844.0,900,Sim,Sim
65521,Próprio-Já Pago,Não,Não,121.0,200,Não,Não
65522,Próprio-Já Pago,Não,Não,394.0,400,Não,Não
65524,Próprio-Já Pago,Sim,Sim,1997.0,+1000,Sim,Sim
65525,Próprio-Já Pago,Sim,Sim,600.0,700,Sim,Sim
65526,Próprio-Já Pago,Sim,Sim,1200.0,+1000,Sim,Sim
65527,Próprio-Já Pago,Não,Sim,858.0,900,Sim,Não
65529,Próprio-Já Pago,Sim,Não,1060.0,+1000,Não,Sim
65533,Alugado,Sim,Sim,925.0,1000,Sim,Sim
65541,Próprio-Já Pago,Não,Sim,570.0,600,Sim,Não
65544,Alugado,Não,Não,1072.0,+1000,Não,Não
65550,Próprio-Já Pago,Não,Não,899.0,900,Não,Não
65552,Próprio-Já Pago,Não,Sim,845.0,900,Sim,Não
